Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,MPAA,Date
Gladiator,155,Action; Adventure; Drama,Ridley Scott,David Franzoni; David Franzoni,Russell Crowe; Joaquin Phoenix; Connie Nielsen,64,8.5,531099,1.03E+08,1.88E+08,R,5-May-00
American Psycho,102,Crime; Drama,Christopher Nolan,Bret Easton Ellis; Mary Harron,Christian Bale; Justin Theroux; Josh Lucas,64,7.6,207835,7000000,1.51E+07,R,14-Apr-00
Memento,113,Mystery; Thriller,Guy Ritchie,Christopher Nolan; Jonathan Nolan,Guy Pearce; Carrie-Anne Moss; Joe Pantoliano,80,8.6,497702,9000000,2.55E+07,R,11-Oct-00
Snatch.,102,Crime; Thriller,Cameron Crowe,Guy Ritchie,Jason Statham; Brad Pitt; Benicio Del Toro,55,8.3,346619,&#163;6000000,3.01E+07,R,19-Jan-01
X-Men,104,Action; Adventure; Sci-Fi,Darren Aronofsky,Tom DeSanto; Bryan Singer,Patrick Stewart; Hugh Jackman; Ian McKellen,64,7.4,241406,7.50E+07,1.57E+08,PG-13,14-Jul-00
Remember the Titans,113,Biography; Drama; Sport,Mary Harron,Gregory Allen Howard,Denzel Washington; Will Patton; Wood Harris,48,7.6,101212,3.00E+07,1.16E+08,PG,29-Sep-00
Requiem for a Dream,102,Drama,Bryan Singer,Hubert Selby Jr.; Hubert Selby Jr.,Ellen Burstyn; Jared Leto; Jennifer Connelly,68,8.4,338557,4500000,3609278,R,27-Oct-00
Almost Famous,122,Drama; Music,Boaz Yakin,Cameron Crowe,Billy Crudup; Frances McDormand; Kate Hudson,90,7.9,143125,6.00E+07,3.25E+07,R,13-Sep-00
Cast Away,143,Adventure; Drama,Joel Coen,William Broyles Jr.,Tom Hanks; Helen Hunt; Paul Sanchez,73,7.6,226274,9.00E+07,2.34E+08,PG-13,22-Dec-00
Gone in Sixty Seconds,118,Action; Crime; Thriller,Keenen Ivory Wayans,H.B. Halicki; Scott Rosenberg,Nicolas Cage; Angelina Jolie; Giovanni Ribisi,35,6.3,144280,9.00E+07,1.02E+08,PG-13,9-Jun-00
Pitch Black,109,Action; Sci-Fi; Thriller,Robert Zemeckis,Jim Wheat; Ken Wheat,Radha Mitchell; Cole Hauser; Vin Diesel,49,7.1,120332,2.30E+07,3.92E+07,R,18-Feb-00
Scary Movie,88,Comedy,Dominic Sena,Shawn Wayans; Marlon Wayans,Anna Faris; Jon Abrahams; Marlon Wayans,48,6.1,123657,1.90E+07,1.57E+08,R,7-Jul-00
The Replacements,118,Comedy; Sport,Roland Emmerich,Vince McKewin,Keanu Reeves; Gene Hackman; Brooke Langton,30,6.3,33528,5.00E+07,4.47E+07,PG-13,11-Aug-00
Unbreakable,106,Drama; Mystery; Sci-Fi,Giuseppe Tornatore,M. Night Shyamalan,Bruce Willis; Samuel L. Jackson; Robin Wright,62,7.2,165393,7.50E+07,9.50E+07,PG-13,22-Nov-00
"O Brother, Where Art Thou?",106,Comedy; Adventure; Crime,Peyton Reed,Homer; Ethan Coen,George Clooney; John Turturro; Tim Blake Nelson,69,7.8,148702,2.60E+07,4.55E+07,PG-13,22-Dec-00
Miss Congeniality,109,Action; Comedy; Crime,David Twohy,Marc Lawrence; Katie Ford,Sandra Bullock; Michael Caine; Benjamin Bratt,43,6,81232,4.50E+07,1.07E+08,PG-13,22-Dec-00
The Patriot,165,Action; Drama; War,Danny Boyle,Robert Rodat,Mel Gibson; Heath Ledger; Joely Richardson,63,7,136792,1.10E+08,1.13E+08,R,28-Jun-00
Coyote Ugly,100,Comedy; Drama; Romance,M. Night Shyamalan,Gina Wendkos,Piper Perabo; Adam Garcia; John Goodman,27,5.4,61615,4.50E+07,6.08E+07,PG-13,4-Aug-00
Battle Royale,114,Adventure; Drama; Thriller,Todd Phillips,Koushun Takami; Kenta Fukasaku,Tatsuya Fujiwara; Aki Maeda; Tar Yamamoto,81,7.8,94248,4500000,,,16-Dec-00
The Beach,119,Adventure; Drama; Romance,Ron Howard,John Hodge; Alex Garland,Leonardo DiCaprio; Daniel York; Patcharawan Patarakijjanon,43,6.4,105255,5.00E+07,3.98E+07,R,11-Feb-00
Road Trip,93,Adventure; Comedy,Steven Soderbergh,Todd Phillips; Scot Armstrong,Breckin Meyer; Seann William Scott; Amy Smart,55,6.4,90065,1.56E+07,6.85E+07,R,19-May-00
Traffic,147,Crime; Drama; Thriller,John Woo,Simon Moore; Stephen Gaghan,Michael Douglas; Benicio Del Toro; Catherine Zeta-Jones,86,7.7,128857,4.80E+07,1.24E+08,R,5-Jan-01
The Perfect Storm,130,Action; Adventure; Drama,David McNally,Sebastian Junger; William D. Wittliff,George Clooney; Mark Wahlberg; Diane Lane,59,6.3,94510,1.40E+08,1.83E+08,PG-13,30-Jun-00
Bring It On,98,Comedy; Sport,Mark Dindal,Jessica Bendinger,Kirsten Dunst; Eliza Dushku; Jesse Bradford,52,5.8,48217,1.00E+07,6.84E+07,PG-13,25-Aug-00
Mission: Impossible II,123,Action; Adventure; Thriller,Kinji Fukasaku,Bruce Geller; Ronald D. Moore,Tom Cruise; Dougray Scott; Thandie Newton,60,5.9,149778,1.25E+08,2.15E+08,PG-13,24-May-00
Charlie's Angels,98,Action; Adventure; Comedy,Lasse Hallstrm,Ryan Rowe; Ed Solomon,Cameron Diaz; Drew Barrymore; Lucy Liu,52,5.5,102151,9.20E+07,1.25E+08,PG-13,3-Nov-00
The Emperor's New Groove,78,Animation; Adventure; Comedy,Jay Roach,Chris Williams; Mark Dindal,David Spade; John Goodman; Eartha Kitt,70,7.3,67469,1.00E+08,8.93E+07,G,15-Dec-00
Meet the Parents,108,Comedy; Romance,Ang Lee,Greg Glienna; Mary Ruth Clarke,Ben Stiller; Robert De Niro; Teri Polo,73,7,170861,5.50E+07,1.66E+08,PG-13,6-Oct-00
"Crouching Tiger, Hidden Dragon",120,Action; Adventure; Drama,McG,Du Lu Wang; Hui-Ling Wang,Yun-Fat Chow; Michelle Yeoh; Ziyi Zhang,93,7.9,163766,1.50E+07,1.28E+08,PG-13,22-Dec-00
In the Mood for Love,98,Drama; Romance,Alejandro Gonzlez Irritu,Kar Wai Wong,Tony Leung Chiu Wai; Maggie Cheung; Ping Lam Siu,85,8,43964,,2734044,PG,29-Sep-00
Amores Perros,154,Drama; Thriller,James Wong,Guillermo Arriaga,Emilio Echevarra; Gael Garca Bernal; Goya Toledo,83,8.1,108812,2000000,5383834,R,16-Jun-00
How the Grinch Stole Christmas,104,Comedy; Family; Fantasy,Donald Petrie,Dr. Seuss; Jeffrey Price,Jim Carrey; Taylor Momsen; Jeffrey Tambor,46,5.8,82217,1.23E+08,2.60E+08,PG,17-Nov-00
Chocolat,121,Drama; Romance,Stephen Frears,Joanne Harris; Robert Nelson Jacobs,Juliette Binoche; Judi Dench; Alfred Molina,64,7.3,101457,2.50E+07,7.13E+07,PG-13,19-Jan-01
Final Destination,98,Horror,Bobby Farrelly,Glen Morgan; James Wong,Devon Sawa; Ali Larter; Kerr Smith,36,6.7,113700,2.30E+07,5.33E+07,R,17-Mar-00
Pay It Forward,123,Drama,Kar Wai Wong,Catherine Ryan Hyde; Leslie Dixon,Kevin Spacey; Haley Joel Osment; Helen Hunt,40,6.9,66027,4.00E+07,3.35E+07,PG-13,20-Oct-00
Men of Honor,129,Biography; Drama,Steven Soderbergh,Scott Marshall Smith,Cuba Gooding Jr.; Robert De Niro; Charlize Theron,56,6.9,59683,3.20E+07,4.88E+07,R,10-Nov-00
The Whole Nine Yards,98,Comedy; Crime,Nancy Meyers,Mitchell Kapner,Bruce Willis; Matthew Perry; Rosanna Arquette,47,6.7,66512,2.40E+07,5.73E+07,R,18-Feb-00
Malna,109,Comedy; Drama; Romance,Stephen Daldry,Giuseppe Tornatore; Luciano Vincenzoni,Monica Bellucci; Giuseppe Sulfaro; Luciano Federico,54,7.4,40715,,3429045,R,27-Oct-00
What Women Want,127,Comedy; Fantasy; Romance,Mimi Leder,Josh Goldsmith; Cathy Yuspa,Mel Gibson; Helen Hunt; Marisa Tomei,47,6.3,105526,7.00E+07,1.83E+08,PG-13,15-Dec-00
High Fidelity,113,Comedy; Drama; Music,Wolfgang Petersen,Nick Hornby; D.V. DeVincentis,John Cusack; Iben Hjejle; Todd Louiso,79,7.6,102589,2.00E+07,2.73E+07,R,31-Mar-00
Little Nicky,90,Comedy; Fantasy,George Tillman Jr.,Tim Herlihy; Adam Sandler,Adam Sandler; Patricia Arquette; Harvey Keitel,38,5.1,56380,8.00E+07,3.94E+07,PG-13,10-Nov-00
Hollow Man,112,Action; Sci-Fi; Thriller,Patrick Lussier,Gary Scott Thompson; Andrew W. Marlowe,Kevin Bacon; Elisabeth Shue; Josh Brolin,24,5.6,73999,9.50E+07,7.32E+07,R,4-Aug-00
"Me, Myself &amp; Irene",116,Comedy,Danny Leiner,Peter Farrelly; Mike Cerrone,Jim Carrey; Rene Zellweger; Anthony Anderson,49,6.4,123850,5.10E+07,9.06E+07,R,23-Jun-00
Erin Brockovich,131,Biography; Drama,Steven Brill,Susannah Grant,Julia Roberts; Albert Finney; David Brisbin,73,7.2,90726,5.20E+07,1.26E+08,R,17-Mar-00
The Little Vampire,95,Adventure; Comedy; Family,Peter Lord,Angela Sommer-Bodenburg; Karey Kirkpatrick,Jonathan Lipnicki; Rollo Weeks; Richard E. Grant,45,5.4,4322,2.20E+07,1.36E+07,PG,27-Oct-00
"Dude, Where's My Car?",83,Comedy; Mystery; Sci-Fi,Sam Raimi,Philip Stark,Ashton Kutcher; Seann William Scott; Jennifer Garner,30,5.3,81276,1.30E+07,4.67E+07,PG-13,15-Dec-00
Billy Elliot,110,Comedy; Drama; Music,Jonathan Mostow,Lee Hall,Jamie Bell; Julie Walters; Jean Heywood,74,7.6,67094,5000000,2.20E+07,PG-13,29-Sep-00
What Lies Beneath,130,Drama; Horror; Mystery,Howard Deutch,Clark Gregg; Sarah Kernochan,Harrison Ford; Michelle Pfeiffer; Katharine Towne,51,6.5,71456,9.00E+07,1.55E+08,PG-13,21-Jul-00
Chicken Run,84,Animation; Family; Comedy,Harold Ramis,Peter Lord; Nick Park,Mel Gibson; Julia Sawalha; Phil Daniels,88,7.1,87623,4.20E+07,1.07E+08,G,21-Jun-00
Return to Me,115,Drama; Romance,Tarsem Singh,Bonnie Hunt; Don Lake,David Duchovny; Minnie Driver; Carroll O'Connor,54,6.6,12635,2.40E+07,3.27E+07,PG,7-Apr-00
Dinosaur,82,Animation; Adventure; Family,Eric Leighton,Thom Enriquez; John Harrison,D.B. Sweeney; Julianna Margulies; Samuel E. Wright,56,6.3,24136,1.28E+08,1.38E+08,PG,19-May-00
The 6th Day,123,Action; Sci-Fi; Thriller,Jonathan Lynn,Cormac Wibberley; Marianne Wibberley,Arnold Schwarzenegger; Michael Rapaport; Tony Goldwyn,49,5.8,69630,8.20E+07,3.45E+07,PG-13,17-Nov-00
The Cell,107,Sci-Fi; Thriller,Martin Campbell,Mark Protosevich,Jennifer Lopez; Vince Vaughn; Vincent D'Onofrio,40,6.2,58045,3.30E+07,6.13E+07,R,18-Aug-00
The Gift,111,Crime; Drama; Fantasy,Jonathan Glazer,Billy Bob Thornton; Tom Epperson,Cate Blanchett; Katie Holmes; Keanu Reeves,62,6.6,38212,1.00E+07,1.20E+07,R,19-Jan-01
Sexy Beast,89,Crime; Drama,Steve Carr,Louis Mellis; David Scinto,Ray Winstone; Ben Kingsley; Ian McShane,79,7.1,29527,,6946056,R,12-Jan-01
U-571,116,Action; Drama; Thriller,Robert Zemeckis,Jonathan Mostow; Jonathan Mostow,Matthew McConaughey; Bill Paxton; Harvey Keitel,62,6.5,47883,6.20E+07,7.71E+07,PG-13,21-Apr-00
Bedazzled,93,Comedy; Fantasy,Christopher Guest,Peter Cook; Peter Cook,Brendan Fraser; Elizabeth Hurley; Frances O'Connor,49,5.8,56971,4.80E+07,3.79E+07,PG-13,20-Oct-00
Titan A.E.,94,Animation; Action; Adventure,Paul Verhoeven,Hans Bauer; Randall McCormick,Matt Damon; Drew Barrymore; Bill Pullman,48,6.5,38156,7.50E+07,2.28E+07,PG,16-Jun-00
Romeo Must Die,115,Action; Crime; Thriller,Don Bluth,Mitchell Kapner; Eric Bernt,Jet Li; Aaliyah; Isaiah Washington,52,5.9,41259,2.50E+07,5.60E+07,R,22-Mar-00
Best in Show,90,Comedy,Gregory Hoblit,Christopher Guest; Eugene Levy,Fred Willard; Eugene Levy; Catherine O'Hara,78,7.4,34744,6000000,1.86E+07,PG-13,1-Mar-01
The Road to El Dorado,89,Animation; Adventure; Comedy,Robert Iscove,Terry Rossio; Ted Elliott,Kevin Kline; Kenneth Branagh; Rosie Perez,51,6.6,28126,9.50E+07,5.08E+07,PG,31-Mar-00
Vertical Limit,124,Action; Adventure; Thriller,Ben Younger,Robert King; Robert King,Scott Glenn; Chris O'Donnell; Bill Paxton,48,5.7,36450,7.50E+07,6.85E+07,PG-13,8-Dec-00
Boiler Room,120,Thriller; Drama; Crime,Bibo Bergeron,Ben Younger,Giovanni Ribisi; Vin Diesel; Nia Long,63,6.9,30264,8000000,1.69E+07,R,18-Feb-00
Next Friday,98,Comedy,Bonnie Hunt,Ice Cube; DJ Pooh,Ice Cube; Mike Epps; Justin Pierce,41,5.6,16128,9500000,5.72E+07,R,12-Jan-00
Frequency,118,Crime; Drama; Sci-Fi,Gus Van Sant,Toby Emmerich,Dennis Quaid; Jim Caviezel; Shawn Doyle,67,7.2,57622,2.20E+07,4.50E+07,PG-13,28-Apr-00
Space Cowboys,130,Action; Adventure; Thriller,Betty Thomas,Ken Kaufman; Howard Klausner,Clint Eastwood; Tommy Lee Jones; Donald Sutherland,73,6.3,42672,6.50E+07,9.05E+07,PG-13,4-Aug-00
Scream 3,116,Horror; Mystery,Tom Dey,Kevin Williamson; Ehren Kruger,David Arquette; Neve Campbell; Courteney Cox,56,5.4,66301,4.00E+07,8.91E+07,R,4-Feb-00
Dancer in the Dark,140,Crime; Drama; Musical,Lars von Trier,Lars von Trier,Bjrk; Catherine Deneuve; David Morse,61,7.8,54313,1.28E+07,4184036,R,6-Oct-00
The Family Man,125,Comedy; Drama; Romance,John Singleton,David Diamond; David Weissman,Nicolas Cage; Ta Leoni; Don Cheadle,42,6.6,60985,6.00E+07,7.58E+07,PG-13,22-Dec-00
Shanghai Noon,110,Action; Adventure; Comedy,Gina Prince-Bythewood,Miles Millar; Alfred Gough,Jackie Chan; Owen Wilson; Lucy Liu,77,6.5,63031,5.50E+07,5.69E+07,PG-13,26-May-00
Finding Forrester,136,Drama,Clint Eastwood,Mike Rich,Sean Connery; Rob Brown; F. Murray Abraham,62,7.2,56003,4.30E+07,5.18E+07,PG-13,12-Jan-01
Love &amp; Basketball,124,Drama; Romance; Sport,Brett Ratner,Gina Prince-Bythewood,Sanaa Lathan; Omar Epps; Glenndon Chatman,70,6.8,8783,1.50E+07,2.74E+07,PG-13,21-Apr-00
The Legend of Bagger Vance,126,Drama; Fantasy; Sport,Roger Spottiswoode,Steven Pressfield; Jeremy Leven,Will Smith; Matt Damon; Charlize Theron,47,6.5,32462,6.00E+07,3.07E+07,PG-13,3-Nov-00
Thirteen Days,145,Drama; History; Thriller,Wes Craven,David Self; Ernest R. May,Kevin Costner; Bruce Greenwood; Shawn Driscoll,67,7.2,33278,8.00E+07,3.46E+07,PG-13,12-Jan-01
Supernova,90,Horror; Sci-Fi; Thriller,Andrzej Bartkowiak,William Malone; Daniel Chuba,James Spader; Peter Facinelli; Robin Tunney,19,4.5,10592,9.00E+07,1.42E+07,R,14-Jan-00
Center Stage,115,Drama; Music,Robert Redford,Carol Heikkinen,Amanda Schull; Ethan Stiefel; Sascha Radetsky,52,6.3,11282,1.80E+07,1.72E+07,PG-13,12-May-00
Chopper,94,Biography; Comedy; Crime,Roger Donaldson,Mark Brandon Read; Andrew Dominik,Eric Bana; Simon Lyndon; David Field,65,7.1,22193,,234259,,3-Aug-00
Mission to Mars,114,Adventure; Drama; Sci-Fi,Nicholas Hytner,Lowell Cannon; Jim Thomas,Tim Robbins; Gary Sinise; Don Cheadle,34,5.4,45063,9.00E+07,6.09E+07,PG,10-Mar-00
Dracula 2000,99,Horror; Thriller,Michael Davis,Joel Soisson; Patrick Lussier,Gerard Butler; Justine Waddell; Jonny Lee Miller,26,4.7,20602,5.40E+07,3.30E+07,R,22-Dec-00
Battlefield Earth,118,Action; Sci-Fi,Brian De Palma,Corey Mandell; J.D. Shapiro,John Travolta; Forest Whitaker; Barry Pepper,9,2.4,51276,4.40E+07,2.15E+07,PG-13,12-May-00
28 Days,103,Comedy; Drama,Roger Christian,Susannah Grant,Sandra Bullock; Viggo Mortensen; Dominic West,46,5.8,24478,4.30E+07,3.70E+07,PG-13,14-Apr-00
Wonder Boys,107,Drama; Comedy,Andrew Dominik,Michael Chabon; Steve Kloves,Michael Douglas; Tobey Maguire; Frances McDormand,73,7.4,43928,3.50E+07,1.94E+07,R,25-Feb-00
Big Momma's House,98,Action; Comedy; Crime,Julian Schnabel,Darryl Quarles; Darryl Quarles,Martin Lawrence; Nia Long; Paul Giamatti,33,4.8,43898,3.00E+07,1.18E+08,PG-13,2-Jun-00
Boys and Girls,94,Comedy; Romance; Drama,,Andrew Lowery; Andrew Miller,Freddie Prinze Jr.; Claire Forlani; Brendon Ryan Barrett,29,5,10068,1.60E+07,2.06E+07,PG-13,16-Jun-00
Where the Heart Is,120,Comedy; Drama; Romance,Philip Kaufman,Lowell Ganz; Babaloo Mandel,Natalie Portman; James Frain; Ashley Judd,30,6.5,20050,1.50E+07,3.38E+07,PG-13,28-Apr-00
Quills,124,Biography; Drama,Taylor Hackford,Doug Wright; Doug Wright,Geoffrey Rush; Kate Winslet; Joaquin Phoenix,70,7.3,33809,1.35E+07,7060876,R,15-Dec-00
Proof of Life,135,Action; Adventure; Drama,Fabin Bielinsky,Tony Gilroy; William Prochnau,Meg Ryan; Russell Crowe; David Morse,45,6.1,37705,6.50E+07,3.26E+07,R,8-Dec-00
Shaft,99,Action; Crime; Thriller,William Friedkin,Ernest Tidyman; John Singleton,Samuel L. Jackson; Vanessa Williams; Christian Bale,50,5.8,44171,4.60E+07,7.03E+07,R,16-Jun-00
Whatever It Takes,94,Comedy; Drama; Romance,Damjan Kozole,Mark Schwahn,Shane West; Marla Sokoloff; Jodi Lyn O'Keefe,20,5.2,5654,1.50E+07,8735529,PG-13,31-Mar-00
Rules of Engagement,128,Action; Drama; Thriller,Mathieu Kassovitz,Jim Webb; Stephen Gaghan,Tommy Lee Jones; Samuel L. Jackson; Guy Pearce,45,6.2,27838,6.00E+07,6.13E+07,R,31-Mar-00
Red Planet,106,Sci-Fi; Action; Thriller,John Fawcett,Chuck Pfarrer; Chuck Pfarrer,Val Kilmer; Carrie-Anne Moss; Tom Sizemore,34,5.5,34161,7.00E+07,1.75E+07,PG-13,10-Nov-00
Before Night Falls,133,Biography; Drama,Antoine Fuqua,Cunningham O'Keefe; Lzaro Gmez Carriles,Javier Bardem; Johnny Depp; Olatz Lpez Garmendia,85,7.1,15839,,4221817,R,26-Jan-01
Nine Queens,114,Crime; Drama; Thriller,Raja Gosnell,Fabin Bielinsky,Ricardo Darn; Gastn Pauls; Leticia Brdice,80,7.8,21949,1500000,1221261,R,31-Aug-00
The Flintstones in Viva Rock Vegas,90,Comedy; Family; Romance,Stephen Kay,William Hanna; Joseph Barbera,Mark Addy; Stephen Baldwin; Kristen Johnston,27,3.3,10131,8.30E+07,3.52E+07,PG,28-Apr-00
The Crimson Rivers,106,Crime; Mystery; Thriller,Rob Cohen,Jean-Christophe Grang; Jean-Christophe Grang,Jean Reno; Vincent Cassel; Nadia Fars,49,6.8,33523,FRF 95000000,69316,R,27-Sep-00
Ginger Snaps,108,Drama; Horror,Amy Heckerling,Karen Walton; John Fawcett,Emily Perkins; Katharine Isabelle; Kris Lemche,70,6.7,22099,5000000,2554,,11-May-01
The Yards,115,Crime; Drama; Romance,Curtis Hanson,James Gray; Matt Reeves,Mark Wahlberg; Joaquin Phoenix; Charlize Theron,58,6.3,11296,2.00E+07,882710,R,27-Apr-00
Keeping the Faith,128,Comedy; Drama; Romance,Virginie Despentes,Stuart Blumberg,Ben Stiller; Edward Norton; Jenna Elfman,60,6.4,35664,3.00E+07,3.70E+07,PG-13,5-Apr-00
The Lord of the Rings: The Fellowship of the Ring,178,Action; Adventure; Fantasy,Peter Jackson,J.R.R. Tolkien; Fran Walsh,Elijah Wood; Ian McKellen; Orlando Bloom,92,8.8,701571,9.30E+07,3.16E+08,PG-13,19-Dec-01
Harry Potter and the Sorcerer's Stone,152,Adventure; Family; Fantasy,Chris Columbus,J.K. Rowling; Steve Kloves,Daniel Radcliffe; Rupert Grint; Richard Harris,64,7.3,262636,1.25E+08,3.18E+08,PG,16-Nov-01
Donnie Darko,113,Drama; Mystery; Sci-Fi,Pete Docter,Richard Kelly,Jake Gyllenhaal; Jena Malone; Mary McDonnell,71,8.1,359606,4500000,727883,R,30-Jan-02
"Monsters, Inc.",92,Animation; Adventure; Comedy,Richard Kelly,Pete Docter; Jill Culton,Billy Crystal; John Goodman; Mary Gibbs,78,8,279632,1.15E+08,2.90E+08,G,2-Nov-01
A Beautiful Mind,135,Biography; Drama,Ron Howard,Akiva Goldsman; Sylvia Nasar,Russell Crowe; Ed Harris; Jennifer Connelly,72,8.1,298460,6.00E+07,1.71E+08,PG-13,4-Jan-02
Spirited Away,125,Animation; Adventure; Family,Hayao Miyazaki,Hayao Miyazaki,Daveigh Chase; Suzanne Pleshette; Miyu Irino,94,8.6,212555,&#165;1900000000,1.00E+07,PG,20-Jul-01
Shrek,90,Animation; Adventure; Comedy,Gary Trousdale,William Steig; Ted Elliott,Mike Myers; Eddie Murphy; Cameron Diaz,84,7.9,286726,6.00E+07,2.68E+08,PG,18-May-01
Black Hawk Down,144,Drama; History; War,Robert Luketic,Mark Bowden; Ken Nolan,Josh Hartnett; Ewan McGregor; Tom Sizemore,74,7.7,185724,9.20E+07,1.09E+08,R,18-Jan-02
The Fast and the Furious,106,Action; Crime; Thriller,Brian Helgeland,Ken Li; Gary Scott Thompson,Vin Diesel; Paul Walker; Michelle Rodriguez,58,6.4,147215,3.80E+07,1.45E+08,PG-13,22-Jun-01
Training Day,122,Action; Crime; Drama,Rob Cohen,David Ayer,Denzel Washington; Ethan Hawke; Scott Glenn,70,7.6,183219,4.50E+07,7.63E+07,R,5-Oct-01
Ocean's Eleven,116,Crime; Thriller,Ridley Scott,George Clayton Johnson; Jack Golden Russell,George Clooney; Brad Pitt; Julia Roberts,74,7.7,245332,8.50E+07,1.83E+08,PG-13,7-Dec-01
Amlie,122,Comedy; Romance,Antoine Fuqua,Guillaume Laurant; Jean-Pierre Jeunet,Audrey Tautou; Mathieu Kassovitz; Rufus,69,8.5,316261,FRF 77000000,3.32E+07,R,25-Apr-01
Hannibal,131,Crime; Drama; Thriller,Steven Soderbergh,Thomas Harris; David Mamet,Anthony Hopkins; Julianne Moore; Gary Oldman,57,6.6,138452,8.70E+07,1.65E+08,R,9-Feb-01
Blow,124,Biography; Crime; Drama,Andrew Adamson,Bruce Porter; David McKenna,Johnny Depp; Penlope Cruz; Franka Potente,52,7.5,129317,3.00E+07,5.29E+07,R,6-Apr-01
Atlantis: The Lost Empire,95,Animation; Adventure; Family,Ted Demme,Tab Murphy; Kirk Wise,Michael J. Fox; Jim Varney; Corey Burton,52,6.5,37877,9.00E+07,8.41E+07,PG,15-Jun-01
A Knight's Tale,132,Action; Adventure; Drama,Jean-Pierre Jeunet,Brian Helgeland,Heath Ledger; Mark Addy; Rufus Sewell,54,6.7,89486,4.10E+07,5.61E+07,PG-13,11-May-01
Legally Blonde,96,Comedy; Romance,Baz Luhrmann,Amanda Brown; Karen McCullah Lutz,Reese Witherspoon; Luke Wilson; Selma Blair,59,6.1,76600,1.80E+07,9.50E+07,PG-13,13-Jul-01
Mulholland Dr.,147,Drama; Mystery; Thriller,Michael Bay,David Lynch,Naomi Watts; Laura Harring; Justin Theroux,81,7.9,161329,1.50E+07,7219578,R,21-Nov-01
A.I. Artificial Intelligence,146,Adventure; Drama; Sci-Fi,Joel Gallen,Brian Aldiss; Ian Watson,Haley Joel Osment; Jude Law; Frances O'Connor,65,7,161225,9.00E+07,7.86E+07,PG-13,29-Jun-01
Pearl Harbor,183,Action; Drama; Romance,Simon West,Randall Wallace,Ben Affleck; Kate Beckinsale; Josh Hartnett,44,5.7,163245,1.40E+08,1.99E+08,PG-13,25-May-01
Moulin Rouge!,127,Drama; Musical; Romance,David Lynch,Baz Luhrmann; Craig Pearce,Nicole Kidman; Ewan McGregor; John Leguizamo,66,7.6,161012,5.25E+07,5.74E+07,PG-13,1-Jun-01
Zoolander,89,Comedy,Ridley Scott,Drake Sather; Ben Stiller,Ben Stiller; Owen Wilson; Christine Taylor,61,6.5,121799,2.80E+07,4.52E+07,PG-13,28-Sep-01
Jurassic Park III,92,Action; Adventure; Fantasy,Cameron Crowe,Michael Crichton; Peter Buchman,Sam Neill; William H. Macy; Ta Leoni,42,5.8,122471,9.30E+07,1.81E+08,PG-13,18-Jul-01
Not Another Teen Movie,89,Comedy,Keenen Ivory Wayans,Mike Bender; Adam Jay Epstein,Chyler Leigh; Jaime Pressly; Chris Evans,32,5.5,57470,1.60E+07,3.79E+07,R,14-Dec-01
Vanilla Sky,136,Mystery; Romance; Sci-Fi,Ben Stiller,Alejandro Amenbar; Mateo Gil,Tom Cruise; Penlope Cruz; Cameron Diaz,45,6.8,145138,6.80E+07,1.01E+08,R,14-Dec-01
The Mummy Returns,130,Action; Adventure; Fantasy,Jay Chandrasekhar,Stephen Sommers,Brendan Fraser; Rachel Weisz; John Hannah,48,6.2,157154,9.80E+07,2.02E+08,PG-13,4-May-01
American Pie 2,108,Comedy; Romance,Kevin Smith,Adam Herz; David H. Steinberg,Jason Biggs; Seann William Scott; Shannon Elizabeth,43,6.3,132660,3.00E+07,1.45E+08,R,10-Aug-01
Scary Movie 2,83,Comedy,Steven Spielberg,Shawn Wayans; Marlon Wayans,Anna Faris; Marlon Wayans; Anthony Acker,29,5,78421,4.50E+07,7.13E+07,R,4-Jul-01
Super Troopers,100,Comedy; Crime; Mystery,Jessie Nelson,Jay Chandrasekhar; Kevin Heffernan,Jay Chandrasekhar; Kevin Heffernan; Andr Vippolis,48,6.9,50662,3000000,1.85E+07,R,15-Feb-02
Planet of the Apes,119,Action; Adventure; Sci-Fi,J.B. Rogers,Pierre Boulle; William Broyles Jr.,Mark Wahlberg; Helena Bonham Carter; Tim Roth,50,5.6,123476,1.00E+08,1.80E+08,PG-13,27-Jul-01
The Others,104,Drama; Horror; Mystery,Joe Johnston,Alejandro Amenbar,Nicole Kidman; Christopher Eccleston; Fionnula Flanagan,74,7.6,174157,1.70E+07,9.65E+07,PG-13,10-Aug-01
Lara Croft: Tomb Raider,100,Action; Adventure; Fantasy,Alejandro Amenbar,Sara B. Cooper; Mike Werb,Angelina Jolie; Jon Voight; Iain Glen,33,5.6,101275,1.15E+08,1.31E+08,PG-13,15-Jun-01
Enemy at the Gates,131,Drama; History; Thriller,Tim Burton,Jean-Jacques Annaud; Alain Godard,Jude Law; Ed Harris; Joseph Fiennes,53,7.5,115942,6.80E+07,5.14E+07,R,16-Mar-01
The Experiment,120,Drama; Thriller,Stephen Sommers,Mario Giordano; Mario Giordano,Moritz Bleibtreu; Christian Berkel; Oliver Stokowski,60,7.8,50753,,141072,R,8-Mar-01
Jay and Silent Bob Strike Back,104,Comedy,Dominic Sena,Kevin Smith; Kevin Smith,Jason Mewes; Kevin Smith; Ben Affleck,51,6.8,95914,2.20E+07,3.01E+07,R,24-Aug-01
